"","pos","last","first","numfirstlast","firstlast","index","player.id","pC","pL","pR","pD","pG","Player Rank 1314","Player Rank 1415"
"524","R","IGINLA","JAROME","12 JAROME IGINLA","JAROME IGINLA",524,524,0,0,395,0,0,"A","A"
"525","R","JACKMAN","TIM","15 TIM JACKMAN","TIM JACKMAN",525,525,0,0,202,0,0,"D","D"
"526","C","JOKINEN","OLLI","13 OLLI JOKINEN","OLLI JOKINEN",526,526,220,0,0,0,0,"B","D"
"527","G","KARLSSON","HENRIK","35 HENRIK KARLSSON","HENRIK KARLSSON",527,527,0,0,0,0,92,NA,NA
"528","G","KIPRUSOFF","MIIKKA","34 MIIKKA KIPRUSOFF","MIIKKA KIPRUSOFF",528,528,0,0,0,0,198,NA,NA
"529","R","KOSTOPOULOS","TOM","16 TOM KOSTOPOULOS","TOM KOSTOPOULOS",529,529,0,0,162,0,0,NA,NA
"530","R","MOSS","DAVID","25 DAVID MOSS","DAVID MOSS",530,530,0,0,64,0,0,"C","D"
"531","D","SARICH","CORY","6 CORY SARICH","CORY SARICH",531,531,0,0,0,152,0,"D",NA
"532","C","STAJAN","MATT","18 MATT STAJAN","MATT STAJAN",532,532,287,0,0,0,0,"B","B"
"533","R","STEMPNIAK","LEE","22 LEE STEMPNIAK","LEE STEMPNIAK",533,533,0,0,255,0,0,"C","C"
"534","L","TANGUAY","ALEX","40 ALEX TANGUAY","ALEX TANGUAY",534,534,0,264,0,0,0,"B","B"
"535","C","CHRISTENSEN","ERIK","40 ERIK CHRISTENSEN","ERIK CHRISTENSEN",535,535,40,0,0,0,0,NA,NA
"536","D","AUCOIN","ADRIAN","33 ADRIAN AUCOIN","ADRIAN AUCOIN",536,536,0,0,0,186,0,NA,NA
"537","L","BISSONNETTE","PAUL","12 PAUL BISSONNETTE","PAUL BISSONNETTE",537,537,0,135,0,0,0,"D",NA
"538","L","BOEDKER","MIKKEL","89 MIKKEL BOEDKER","MIKKEL BOEDKER",538,538,0,371,0,0,0,"C","C"
"539","D","BOYLE","DAN","22 DAN BOYLE","DAN BOYLE",539,539,0,0,0,376,0,"A","B"
"540","D","BURNS","BRENT","88 BRENT BURNS","BRENT BURNS",540,540,0,0,76,295,0,"A","A"
"541","C","CHIPCHURA","KYLE","24 KYLE CHIPCHURA","KYLE CHIPCHURA",541,541,332,0,0,0,0,"D","D"
"542","L","CLOWE","RYANE","29 RYANE CLOWE","RYANE CLOWE",542,542,0,260,0,0,0,"B","B"
"543","C","COUTURE","LOGAN","39 LOGAN COUTURE","LOGAN COUTURE",543,543,383,0,0,0,0,"B","A"
"544","D","DEMERS","JASON","60 JASON DEMERS","JASON DEMERS",544,544,0,0,0,120,0,"C","C"
"545","C","DESJARDINS","ANDREW","69 ANDREW DESJARDINS","ANDREW DESJARDINS",545,545,162,0,0,0,0,"D","D"
"546","R","DOAN","SHANE","19 SHANE DOAN","SHANE DOAN",546,546,0,0,386,0,0,"A","B"
"547","D","EKMAN-LARSSON","OLIVER","23 OLIVER EKMAN-LARSSON","OLIVER EKMAN-LARSSON",547,547,0,0,0,406,0,"A","A"
"548","C","GORDON","BOYD","15 BOYD GORDON","BOYD GORDON",548,548,230,0,0,0,0,"B","B"
"549","G","GREISS","THOMAS","1 THOMAS GREISS","THOMAS GREISS",549,549,0,0,0,0,380,NA,NA
"550","C","HANDZUS","MICHAL","26 MICHAL HANDZUS","MICHAL HANDZUS",550,550,278,0,0,0,0,"D",NA
"551","C","HANZAL","MARTIN","11 MARTIN HANZAL","MARTIN HANZAL",551,551,293,0,0,0,0,"B","B"
"552","D","KLESLA","ROSTISLAV","16 ROSTISLAV KLESLA","ROSTISLAV KLESLA",552,552,0,0,0,223,0,"B",NA
"553","L","KORPIKOSKI","LAURI","28 LAURI KORPIKOSKI","LAURI KORPIKOSKI",553,553,0,355,0,0,0,"B","B"
"554","G","LABARBERA","JASON","1 JASON LABARBERA","JASON LABARBERA",554,554,0,0,0,0,269,NA,NA
"555","C","LANGKOW","DAYMOND","22 DAYMOND LANGKOW","DAYMOND LANGKOW",555,555,178,0,0,0,0,NA,NA
"556","C","MARLEAU","PATRICK","12 PATRICK MARLEAU","PATRICK MARLEAU",556,556,404,0,0,0,0,"A","A"
"557","L","MCGINN","JAMIE","64 JAMIE MCGINN","JAMIE MCGINN",557,557,0,122,0,0,0,"C","D"
"558","C","MITCHELL","TORREY","17 TORREY MITCHELL","TORREY MITCHELL",558,558,350,0,0,0,0,"D","D"
"559","D","MORRIS","DEREK","53 DEREK MORRIS","DEREK MORRIS",559,559,0,0,0,252,0,"B",NA
"560","C","MURRAY","ANDREW","28 ANDREW MURRAY","ANDREW MURRAY",560,560,78,0,0,0,0,NA,NA
"561","D","MURRAY","DOUGLAS","3 DOUGLAS MURRAY","DOUGLAS MURRAY",561,561,0,0,0,188,0,"D",NA
"562","C","PAVELSKI","JOE","8 JOE PAVELSKI","JOE PAVELSKI",562,562,404,0,0,0,0,"A","A"
"563","L","PYATT","TAYLOR","14 TAYLOR PYATT","TAYLOR PYATT",563,563,0,260,0,0,0,"D",NA
"564","D","ROZSIVAL","MICHAL","32 MICHAL ROZSIVAL","MICHAL ROZSIVAL",564,564,0,0,0,312,0,"D","D"
"565","G","SATERI","HARRI","35 HARRI SATERI","HARRI SATERI",565,565,0,0,0,0,2,NA,NA
"566","G","SMITH","MIKE","41 MIKE SMITH","MIKE SMITH",566,566,0,0,0,0,374,NA,NA
"567","C","THORNTON","JOE","19 JOE THORNTON","JOE THORNTON",567,567,400,0,0,0,0,"A","A"
"568","L","TORRES","RAFFI","37 RAFFI TORRES","RAFFI TORRES",568,568,0,192,0,0,0,"D",NA
"569","D","VLASIC","MARC-EDOUARD","44 MARC-EDOUARD VLASIC","MARC-EDOUARD VLASIC",569,569,0,0,0,389,0,"B","B"
"570","R","VRBATA","RADIM","17 RADIM VRBATA","RADIM VRBATA",570,570,0,0,379,0,0,"B","A"
"571","D","WHITE","COLIN","5 COLIN WHITE","COLIN WHITE",571,571,0,0,0,114,0,NA,NA
"572","L","WHITNEY","RAY","13 RAY WHITNEY","RAY WHITNEY",572,572,0,302,0,0,0,"B",NA
"573","L","WINCHESTER","BRAD","10 BRAD WINCHESTER","BRAD WINCHESTER",573,573,0,136,0,0,0,NA,NA
"574","C","WINGELS","TOMMY","57 TOMMY WINGELS","TOMMY WINGELS",574,574,288,0,0,0,0,"C","C"
"575","D","YANDLE","KEITH","3 KEITH YANDLE","KEITH YANDLE",575,575,0,0,0,389,0,"A","A"
"576","R","WESTGARTH","KEVIN","19 KEVIN WESTGARTH","KEVIN WESTGARTH",576,576,0,0,50,0,0,"D",NA
"577","C","ANTROPOV","NIK","80 NIK ANTROPOV","NIK ANTROPOV",577,577,178,0,0,0,0,NA,NA
"578","D","BOGOSIAN","ZACH","4 ZACH BOGOSIAN","ZACH BOGOSIAN",578,578,0,0,0,130,0,"B","B"
"579","C","BURMISTROV","ALEXANDER","8 ALEXANDER BURMISTROV","ALEXANDER BURMISTROV",579,579,196,0,0,0,0,NA,NA
"580","D","BYFUGLIEN","DUSTIN","33 DUSTIN BYFUGLIEN","DUSTIN BYFUGLIEN",580,580,0,0,0,322,0,"A","A"
"581","D","EMELIN","ALEXEI","74 ALEXEI EMELIN","ALEXEI EMELIN",581,581,0,0,0,320,0,"C","B"
"582","D","ENSTROM","TOBIAS","39 TOBIAS ENSTROM","TOBIAS ENSTROM",582,582,0,0,0,228,0,"A","B"
"583","L","GLASS","TANNER","15 TANNER GLASS","TANNER GLASS",583,583,0,317,0,0,0,"D","D"
"584","D","HAINSEY","RON","6 RON HAINSEY","RON HAINSEY",584,584,0,0,0,159,0,"C","B"
"585","L","KANE","EVANDER","9 EVANDER KANE","EVANDER KANE",585,585,0,296,0,0,0,"A","B"
"586","L","LADD","ANDREW","16 ANDREW LADD","ANDREW LADD",586,586,0,371,0,0,0,"A","A"
"587","R","LITTLE","BRYAN","18 BRYAN LITTLE","BRYAN LITTLE",587,587,136,0,212,0,0,"A","A"
"588","L","MACLEAN","BRETT","25 BRETT MACLEAN","BRETT MACLEAN",588,588,0,10,0,0,0,NA,NA
"589","G","MASON","CHRIS","50 CHRIS MASON","CHRIS MASON",589,589,0,0,0,0,150,NA,NA
"590","D","ODUYA","JOHNNY","29 JOHNNY ODUYA","JOHNNY ODUYA",590,590,0,0,0,126,0,"B","B"
"591","G","PAVELEC","ONDREJ","31 ONDREJ PAVELEC","ONDREJ PAVELEC",591,591,0,0,0,0,369,NA,NA
"592","C","SCHEIFELE","MARK","55 MARK SCHEIFELE","MARK SCHEIFELE",592,592,163,0,0,0,0,"C","C"
"593","C","SLATER","JIM","19 JIM SLATER","JIM SLATER",593,593,291,0,0,0,0,"D","D"
"594","D","STUART","MARK","5 MARK STUART","MARK STUART",594,594,0,0,0,341,0,"C","B"
"595","R","THORBURN","CHRIS","22 CHRIS THORBURN","CHRIS THORBURN",595,595,0,0,322,0,0,"D","D"
"596","C","WELLWOOD","KYLE","13 KYLE WELLWOOD","KYLE WELLWOOD",596,596,193,0,0,0,0,NA,NA
"597","R","WHEELER","BLAKE","26 BLAKE WHEELER","BLAKE WHEELER",597,597,0,0,369,0,0,"A","A"
"598","D","BARKER","CAM","13 CAM BARKER","CAM BARKER",598,598,0,0,0,50,0,NA,NA
"599","C","BELANGER","ERIC","20 ERIC BELANGER","ERIC BELANGER",599,599,182,0,0,0,0,NA,NA
"600","G","DUBNYK","DEVAN","40 DEVAN DUBNYK","DEVAN DUBNYK",600,600,0,0,0,0,353,NA,NA
"601","C","EBERLE","JORDAN","14 JORDAN EBERLE","JORDAN EBERLE",601,601,365,0,0,0,0,"A","A"
"602","D","GILBERT","TOM","77 TOM GILBERT","TOM GILBERT",602,602,0,0,0,333,0,"C","B"
"603","L","HALL","TAYLOR","4 TAYLOR HALL","TAYLOR HALL",603,603,0,297,0,0,0,"A","B"
"604","R","HEMSKY","ALES","83 ALES HEMSKY","ALES HEMSKY",604,604,0,0,327,0,0,"C","B"
"605","C","HORCOFF","SHAWN","10 SHAWN HORCOFF","SHAWN HORCOFF",605,605,352,0,0,0,0,"B","B"
"606","L","HORDICHUK","DARCY","16 DARCY HORDICHUK","DARCY HORDICHUK",606,606,0,90,0,0,0,NA,NA
"607","L","JONES","RYAN","28 RYAN JONES","RYAN JONES",607,607,0,237,0,0,0,"D",NA
"608","G","KHABIBULIN","NIKOLAI","35 NIKOLAI KHABIBULIN","NIKOLAI KHABIBULIN",608,608,0,0,0,0,189,NA,NA
"609","C","LANDER","ANTON","57 ANTON LANDER","ANTON LANDER",609,609,123,0,0,0,0,"D","D"
"610","L","MACINTYRE","STEVE","33 STEVE MACINTYRE","STEVE MACINTYRE",610,610,0,25,0,0,0,NA,NA
"611","C","NUGENT-HOPKINS","RYAN","93 RYAN NUGENT-HOPKINS","RYAN NUGENT-HOPKINS",611,611,320,0,0,0,0,"A","A"
"612","L","OMARK","LINUS","23 LINUS OMARK","LINUS OMARK",612,612,0,29,0,0,0,"D",NA
"613","L","PAAJARVI","MAGNUS","91 MAGNUS PAAJARVI","MAGNUS PAAJARVI",613,613,0,124,0,0,0,"D","D"
"614","R","PARK","RICHARD","12 RICHARD PARK","RICHARD PARK",614,614,0,0,112,0,0,NA,NA
"615","D","PECKHAM","THEO","24 THEO PECKHAM","THEO PECKHAM",615,615,0,0,0,112,0,NA,NA
"616","D","PETRY","JEFF","58 JEFF PETRY","JEFF PETRY",616,616,0,0,0,146,0,"C","B"
"617","D","SMID","LADISLAV","5 LADISLAV SMID","LADISLAV SMID",617,617,0,0,0,221,0,"B","B"
"618","L","SMYTH","RYAN","94 RYAN SMYTH","RYAN SMYTH",618,618,0,283,0,0,0,"C",NA
"619","D","SUTTON","ANDY","25 ANDY SUTTON","ANDY SUTTON",619,619,0,0,0,106,0,NA,NA
"620","L","KASSIAN","MATT","28 MATT KASSIAN","MATT KASSIAN",620,620,0,101,0,0,0,"D",NA
"621","D","HUSKINS","KENT","6 KENT HUSKINS","KENT HUSKINS",621,621,0,0,0,52,0,NA,NA
"622","D","SMITH","DEREK","27 DEREK SMITH","DEREK SMITH",622,622,0,0,0,130,0,"D",NA
"623","D","GERVAIS","BRUNO","27 BRUNO GERVAIS","BRUNO GERVAIS",623,623,0,0,0,137,0,NA,NA
"624","C","JOHANSSON","MARCUS","90 MARCUS JOHANSSON","MARCUS JOHANSSON",624,624,324,67,0,0,0,"C","C"
"625","C","RITOLA","MATTIAS","21 MATTIAS RITOLA","MATTIAS RITOLA",625,625,10,0,0,0,0,NA,NA
"626","C","NOKELAINEN","PETTERI","29 PETTERI NOKELAINEN","PETTERI NOKELAINEN",626,626,10,0,0,0,0,NA,NA
"627","C","O'SULLIVAN","PATRICK","18 PATRICK O'SULLIVAN","PATRICK O'SULLIVAN",627,627,46,0,0,0,0,NA,NA
"628","D","SCHLEMKO","DAVID","6 DAVID SCHLEMKO","DAVID SCHLEMKO",628,628,0,0,0,200,0,"D","D"
"629","C","REGIN","PETER","13 PETER REGIN","PETER REGIN",629,629,47,0,0,0,0,"D","D"
"630","D","RUNDBLAD","DAVID","7 DAVID RUNDBLAD","DAVID RUNDBLAD",630,630,0,0,0,48,0,"D","D"
"631","D","ALBERTS","ANDREW","41 ANDREW ALBERTS","ANDREW ALBERTS",631,631,0,0,0,126,0,"D",NA
"632","D","MCBAIN","JAMIE","4 JAMIE MCBAIN","JAMIE MCBAIN",632,632,0,0,0,261,0,"C","D"
"633","R","JANSSEN","CAM","25 CAM JANSSEN","CAM JANSSEN",633,633,0,0,124,0,0,"D",NA
"634","C","PELLEY","ROD","10 ROD PELLEY","ROD PELLEY",634,634,14,0,0,0,0,NA,NA
"635","R","PENNER","DUSTIN","25 DUSTIN PENNER","DUSTIN PENNER",635,635,0,0,221,0,0,"C",NA
"636","G","NABOKOV","EVGENI","20 EVGENI NABOKOV","EVGENI NABOKOV",636,636,0,0,0,0,276,NA,NA
"637","G","HOLTBY","BRADEN","70 BRADEN HOLTBY","BRADEN HOLTBY",637,637,0,0,0,0,273,NA,NA
"638","C","ELLER","LARS","81 LARS ELLER","LARS ELLER",638,638,382,0,0,0,0,"C","B"
"639","R","PALUSHAJ","AARON","60 AARON PALUSHAJ","AARON PALUSHAJ",639,639,0,0,76,0,0,"D",NA
"640","C","LINDSTROM","JOAKIM","28 JOAKIM LINDSTROM","JOAKIM LINDSTROM",640,640,32,0,0,0,0,NA,"D"
"641","C","EBBETT","ANDREW","25 ANDREW EBBETT","ANDREW EBBETT",641,641,101,0,0,0,0,"D","D"
"642","R","BERGFORS","NICLAS","18 NICLAS BERGFORS","NICLAS BERGFORS",642,642,0,0,22,0,0,NA,NA
"643","D","EKHOLM","MATTIAS","42 MATTIAS EKHOLM","MATTIAS EKHOLM",643,643,0,0,0,67,0,"D","C"
"644","R","MCGRATTAN","BRIAN","23 BRIAN MCGRATTAN","BRIAN MCGRATTAN",644,644,0,0,62,0,0,"D","D"
"645","C","PETRELL","LENNART","37 LENNART PETRELL","LENNART PETRELL",645,645,155,0,0,0,0,NA,NA
"646","R","STAUBITZ","BRAD","16 BRAD STAUBITZ","BRAD STAUBITZ",646,646,0,0,86,0,0,NA,NA
"647","L","CARCILLO","DAN","13 DANIEL CARCILLO","DAN CARCILLO",647,647,0,161,0,0,0,"D","D"
"648","R","BARCH","KRYS","13 KRYSTOFER BARCH","KRYS BARCH",648,648,0,0,20,0,0,NA,NA
"649","D","GROSSMANN","NICKLAS","2 NICKLAS GROSSMAN","NICKLAS GROSSMANN",649,649,0,0,0,104,0,NA,NA
"650","D","LYDMAN","TONI","32 TONI LYDMAN","TONI LYDMAN",650,650,0,0,0,184,0,NA,NA
"651","G","NIEMI","ANTTI","31 ANTTI NIEMI","ANTTI NIEMI",651,651,0,0,0,0,400,NA,NA
"652","D","FRANSON","CODY","4 CODY FRANSON","CODY FRANSON",652,652,0,0,0,300,0,"C","C"
"653","L","MACARTHUR","CLARKE","16 CLARKE MACARTHUR","CLARKE MACARTHUR",653,653,0,338,0,0,0,"B","B"
"654","C","PORTER","KEVIN","12 KEVIN PORTER","KEVIN PORTER",654,654,113,0,0,0,0,"D",NA
"655","L","GILLIES","TREVOR","14 TREVOR GILLIES","TREVOR GILLIES",655,655,0,6,0,0,0,NA,NA
"656","D","WOYWITKA","JEFF","6 JEFF WOYWITKA","JEFF WOYWITKA",656,656,0,0,0,54,0,NA,NA
"657","D","DREWISKE","DAVIS","44 DAVIS DREWISKE","DAVIS DREWISKE",657,657,0,0,0,47,0,NA,NA
"658","L","KING","D.J.","17 DJ KING","D.J. KING",658,658,0,2,0,0,0,NA,NA
"659","G","SABOURIN","DANY","35 DANY SABOURIN","DANY SABOURIN",659,659,0,0,0,0,18,NA,NA
"660","D","JONES","RANDY","12 RANDY JONES","RANDY JONES",660,660,0,0,0,78,0,NA,NA
"661","R","STAPLETON","TIM","14 TIM STAPLETON","TIM STAPLETON",661,661,0,0,126,0,0,NA,NA
"662","G","KINKAID","KEITH","35 KEITH KINKAID","KEITH KINKAID",662,662,0,0,0,0,18,NA,NA
"663","C","MILLS","BRAD","11 BRAD MILLS","BRAD MILLS",663,378,48,0,0,0,0,"D",NA
"664","L","GIROUX","ALEXANDRE","28 ALEXANDRE GIROUX","ALEXANDRE GIROUX",664,663,0,18,0,0,0,NA,NA
"665","D","PARDY","ADAM","27 ADAM PARDY","ADAM PARDY",665,664,0,0,0,89,0,"D","D"
"666","L","STALBERG","VIKTOR","25 VIKTOR STALBERG","VIKTOR STALBERG",666,665,0,331,0,0,0,"B","B"
"667","D","POTTER","COREY","44 COREY POTTER","COREY POTTER",667,666,0,0,0,173,0,"D","D"
"668","C","GRACHEV","EVGENY","78 EVGENY GRACHEV","EVGENY GRACHEV",668,667,52,0,0,0,0,NA,NA
"669","L","PORTER","CHRIS","32 CHRIS PORTER","CHRIS PORTER",669,668,0,181,0,0,0,"D","D"
"670","D","VANDERMEER","JIM","2 JIM VANDERMEER","JIM VANDERMEER",670,669,0,0,0,50,0,NA,NA
"671","L","BELESKEY","MATT","39 MATT BELESKEY","MATT BELESKEY",671,670,0,312,0,0,0,"C","C"
"672","L","EAGER","BEN","55 BEN EAGER","BEN EAGER",672,671,0,147,0,0,0,"D",NA
"673","L","SUTTER","BRETT","42 BRETT SUTTER","BRETT SUTTER",673,672,0,50,0,0,0,"D","D"
"674","D","ELLERBY","KEATON","4 KEATON ELLERBY","KEATON ELLERBY",674,673,0,0,0,91,0,"D","D"
"675","C","BASS","CODY","32 CODY BASS","CODY BASS",675,674,29,0,0,0,0,"D",NA
"676","G","CORBEIL","MATHIEU","70 MATHIEU CORBEIL","MATHIEU CORBEIL",676,675,0,0,0,0,2,NA,NA
"677","L","NYSTROM","ERIC","24 ERIC NYSTROM","ERIC NYSTROM",677,676,0,335,0,0,0,"B","D"
"678","D","WALKER","MATT","8 MATT WALKER","MATT WALKER",678,677,0,0,0,8,0,NA,NA
"679","L","ZOLNIERCZYK","HARRY","29 HARRISON ZOLNIERCZYK","HARRY ZOLNIERCZYK",679,678,0,12,0,0,0,"D","D"
"680","D","STRAIT","BRIAN","37 BRIAN STRAIT","BRIAN STRAIT",680,679,0,0,0,148,0,"D","D"
"681","R","LETOURNEAU-LEBLOND","PIERRE-LUC","24 PIERRE-LUC LETOURNEAU-LEBLOND","PIERRE-LUC LETOURNEAU-LEBLOND",681,680,0,0,6,0,0,"D",NA
"682","C","MORRISON","BRENDAN","8 BRENDAN MORRISON","BRENDAN MORRISON",682,681,56,0,0,0,0,NA,NA
"683","D","WHITNEY","RYAN","6 RYAN WHITNEY","RYAN WHITNEY",683,682,0,0,0,143,0,"D",NA
"684","C","KESLER","RYAN","17 RYAN KESLER","RYAN KESLER",684,683,343,0,0,0,0,"A","A"
"685","C","NEWBURY","KRIS","45 KRIS NEWBURY","KRIS NEWBURY",685,684,18,0,0,0,0,"D",NA
"686","D","VOYNOV","SLAVA","26 SLAVA VOYNOV","SLAVA VOYNOV",686,685,0,0,0,326,0,"A","B"
"687","D","MEECH","DEREK","7 DEREK MEECH","DEREK MEECH",687,686,0,0,0,20,0,NA,NA
"688","C","KADRI","NAZEM","43 NAZEM KADRI","NAZEM KADRI",688,687,248,0,0,0,0,"B","C"
"689","D","KAMPFER","STEVEN","47 STEVEN KAMPFER","STEVEN KAMPFER",689,688,0,0,0,20,0,NA,NA
"690","C","SCHENN","BRAYDEN","10 BRAYDEN SCHENN","BRAYDEN SCHENN",690,689,348,0,0,0,0,"B","C"
"691","C","JEFFREY","DUSTIN","15 DUSTIN JEFFREY","DUSTIN JEFFREY",691,690,72,0,0,0,0,"D",NA
"692","D","ORPIK","BROOKS","44 BROOKS ORPIK","BROOKS ORPIK",692,691,0,0,0,371,0,"B","B"
"693","C","WINCHESTER","JESSE","18 JESSE WINCHESTER","JESSE WINCHESTER",693,692,72,0,0,0,0,"D",NA
"694","C","KEARNS","BRACKEN","73 BRACKEN KEARNS","BRACKEN KEARNS",694,693,10,0,0,0,0,"D",NA
"695","L","KENNEDY","TIM","8 TIM KENNEDY","TIM KENNEDY",695,694,0,54,0,0,0,"D",NA
"696","R","FERRIERO","BENN","78 BENN FERRIERO","BENN FERRIERO",696,695,0,0,70,0,0,"D",NA
"697","R","HAVLAT","MARTIN","9 MARTIN HAVLAT","MARTIN HAVLAT",697,696,0,0,170,0,0,"B","D"
"698","G","YORK","ALLEN","41 ALLEN YORK","ALLEN YORK",698,697,0,0,0,0,58,NA,NA
"699","D","FALK","JUSTIN","44 JUSTIN FALK","JUSTIN FALK",699,698,0,0,0,173,0,"D","D"
"700","D","BRAUN","JUSTIN","61 JUSTIN BRAUN","JUSTIN BRAUN",700,699,0,0,0,353,0,"C","C"
"701","D","MOORE","JOHN","4 JOHN MOORE","JOHN MOORE",701,700,0,0,0,151,0,"C","D"
"702","L","BRUNNSTROM","FABIAN","76 FABIAN BRUNNSTROM","FABIAN BRUNNSTROM",702,701,0,10,0,0,0,NA,NA
"703","C","MAXWELL","BEN","49 BEN MAXWELL","BEN MAXWELL",703,702,18,0,0,0,0,NA,NA
"704","D","BELL","BRENDAN","39 BRENDAN BELL","BRENDAN BELL",704,703,0,0,0,2,0,NA,NA
"705","C","GAGNER","SAM","89 SAM GAGNER","SAM GAGNER",705,704,265,0,0,0,0,"B","B"
"706","D","FOSTER","KURTIS","6 KURTIS FOSTER","KURTIS FOSTER",706,705,0,0,0,16,0,NA,NA
"707","C","MIELE","ANDY","21 ANDY MIELE","ANDY MIELE",707,706,22,0,0,0,0,"D",NA
"708","G","SCRIVENS","BEN","30 BEN SCRIVENS","BEN SCRIVENS",708,707,0,0,0,0,210,NA,NA
"709","L","SHELLEY","JODY","45 JODY SHELLEY","JODY SHELLEY",709,708,0,61,0,0,0,NA,NA
"710","R","BLUNDEN","MIKE","45 MIKE BLUNDEN","MIKE BLUNDEN",710,709,0,0,91,0,0,"D","D"
"711","C","NOKELAINEN","PETTERI","15 PETTERI NOKELAINEN","PETTERI NOKELAINEN",711,626,102,0,0,0,0,NA,NA
"712","C","SANTORELLI","MIKE","13 MIKE SANTORELLI","MIKE SANTORELLI",712,710,144,0,0,0,0,"C","C"
"713","L","STURM","MARCO","16 MARCO STURM","MARCO STURM",713,116,0,98,0,0,0,NA,NA
"714","L","MCARDLE","KENNDAL","23 KENNDAL MCARDLE","KENNDAL MCARDLE",714,711,0,18,0,0,0,NA,NA
"715","L","ELLIS","MATT","37 MATT ELLIS","MATT ELLIS",715,712,0,215,0,0,0,"D","D"
"716","L","BOYCHUK","ZACH","11 ZACH BOYCHUK","ZACH BOYCHUK",716,713,0,32,0,0,0,"D","D"
"717","L","DAUGAVINS","KASPARS","23 KASPARS DAUGAVINS","KASPARS DAUGAVINS",717,714,0,151,0,0,0,NA,NA
"718","G","MACDONALD","JOEY","31 JOEY MACDONALD","JOEY MACDONALD",718,715,0,0,0,0,40,NA,NA
"719","D","WISNIEWSKI","JAMES","21 JAMES WISNIEWSKI","JAMES WISNIEWSKI",719,716,0,0,0,263,0,"A","A"
"720","D","BOUILLON","FRANCIS","51 FRANCIS BOUILLON","FRANCIS BOUILLON",720,717,0,0,0,152,0,"D",NA
"721","C","FISHER","MIKE","12 MIKE FISHER","MIKE FISHER",721,718,336,0,0,0,0,"A","B"
"722","L","MAROON","PATRICK","62 PATRICK MAROON","PATRICK MAROON",722,719,0,92,0,0,0,"C","C"
"723","L","BOOTH","DAVID","7 DAVID BOOTH","DAVID BOOTH",723,409,0,200,0,0,0,"B","D"
"724","D","SULZER","ALEXANDER","52 ALEXANDER SULZER","ALEXANDER SULZER",724,720,0,0,0,96,0,"D",NA
"725","C","CONNOLLY","TIM","12 TIM CONNOLLY","TIM CONNOLLY",725,721,140,0,0,0,0,NA,NA
"726","D","GUSTAFSSON","ERIK","26 ERIK GUSTAFSSON","ERIK GUSTAFSSON",726,722,0,0,0,107,0,"D",NA
"727","D","JURCINA","MILAN","27 MILAN JURCINA","MILAN JURCINA",727,723,0,0,0,130,0,NA,NA
"728","D","COLLINS","SEAN","62 SEAN COLLINS","SEAN COLLINS",728,724,0,0,0,4,0,NA,NA
"729","C","CARTER","RYAN","20 RYAN CARTER","RYAN CARTER",729,412,282,0,0,0,0,"D","D"
"730","G","LEHNER","ROBIN","40 ROBIN LEHNER","ROBIN LEHNER",730,725,0,0,0,0,193,NA,NA
"731","G","MANNINO","PETER","34 PETER MANNINO","PETER MANNINO",731,726,0,0,0,0,14,NA,NA
"732","D","PROSSER","NATE","39 NATE PROSSER","NATE PROSSER",732,727,0,0,0,245,0,"D","D"
"733","D","PLANTE","ALEX","48 ALEX PLANTE","ALEX PLANTE",733,728,0,0,0,6,0,NA,NA
"734","C","DEVEAUX","ANDRE","33 ANDRE DEVEAUX","ANDRE DEVEAUX",734,729,18,0,0,0,0,NA,NA
"735","R","THANG","RYAN","65 RYAN THANG","RYAN THANG",735,730,0,0,2,0,0,NA,NA
"736","C","BONINO","NICK","63 NICK BONINO","NICK BONINO",736,731,100,0,0,0,0,"C","C"
"737","C","EAKIN","CODY","50 CODY EAKIN","CODY EAKIN",737,732,60,0,0,0,0,"C","C"
"738","D","ERSKINE","JOHN","4 JOHN ERSKINE","JOHN ERSKINE",738,733,0,0,0,138,0,"D",NA
"739","C","NYQUIST","GUSTAV","14 GUSTAV NYQUIST","GUSTAV NYQUIST",739,734,224,0,0,0,0,"C","C"
"740","C","HOLMSTROM","BEN","22 BEN HOLMSTROM","BEN HOLMSTROM",740,735,10,0,0,0,0,NA,NA
"741","D","WEBER","MIKE","6 MIKE WEBER","MIKE WEBER",741,736,0,0,0,276,0,"D","D"
"742","R","CRABB","JOEY","46 JOEY CRABB","JOEY CRABB",742,737,0,0,134,0,0,"D",NA
"743","D","FESTERLING","BRETT","53 BRETT FESTERLING","BRETT FESTERLING",743,738,0,0,0,10,0,NA,NA
"744","D","FLOOD","MARK","36 MARK FLOOD","MARK FLOOD",744,739,0,0,0,66,0,NA,NA
"745","D","FRASER","MARK","2 MARK FRASER","MARK FRASER",745,740,0,0,0,27,0,"D","D"
"746","D","COMMODORE","MIKE","22 MIKE COMMODORE","MIKE COMMODORE",746,741,0,0,0,36,0,NA,NA
"747","D","TEUBERT","COLTEN","33 COLTEN TEUBERT","COLTEN TEUBERT",747,742,0,0,0,48,0,NA,NA
"748","L","BOWMAN","DRAYSON","21 DRAYSON BOWMAN","DRAYSON BOWMAN",748,743,0,181,0,0,0,"D","D"
"749","R","TROPP","COREY","78 COREY TROPP","COREY TROPP",749,744,0,0,77,0,0,"D","D"
"750","D","CHORNEY","TAYLOR","43 TAYLOR CHORNEY","TAYLOR CHORNEY",750,745,0,0,0,4,0,NA,"D"
