"","pos","last","first","numfirstlast","firstlast","index","player.id","pC","pL","pR","pD","pG","Player Rank 1314","Player Rank 1415"
"1288","D","HAMRLIK","ROMAN","40 ROMAN HAMRLIK","ROMAN HAMRLIK",1288,395,0,0,0,14,0,NA,NA
"1289","D","BARTLEY","VICTOR","64 VICTOR BARTLEY","VICTOR BARTLEY",1289,1100,0,0,0,111,0,"D","D"
"1290","L","BOYCHUK","ZACH","23 ZACH BOYCHUK","ZACH BOYCHUK",1290,713,0,5,0,0,0,"D","D"
"1291","R","BUTLER","BOBBY","19 BOBBY BUTLER","BOBBY BUTLER",1291,167,0,0,20,0,0,"D",NA
"1292","G","STALOCK","ALEX","32 ALEX STALOCK","ALEX STALOCK",1292,1101,0,0,0,0,176,NA,NA
"1293","L","TERRY","CHRIS","58 CHRIS TERRY","CHRIS TERRY",1293,1102,0,13,0,0,0,"D","D"
"1294","D","PATERYN","GREG","64 GREG PATERYN","GREG PATERYN",1294,1103,0,0,0,23,0,NA,"D"
"1295","D","SCHILLING","CAMERON","45 CAMERON SCHILLING","CAMERON SCHILLING",1295,1104,0,0,0,6,0,NA,NA
"1296","C","JOHNSON","TYLER","63 TYLER JOHNSON","TYLER JOHNSON",1296,1105,14,0,0,0,0,"C","A"
"1297","C","STEEN","ALEX","20 ALEX STEEN","ALEX STEEN",1297,465,1,0,0,0,0,"A","A"
"1298","R","PINIZZOTTO","STEVEN","13 STEVEN PINIZZOTTO","STEVEN PINIZZOTTO",1298,1106,0,0,37,0,0,NA,NA
"1299","C","PESONEN","HARRI","16 HARRI PESONEN","HARRI PESONEN",1299,1107,3,0,0,0,0,NA,NA
"1300","D","TINORDI","JARRED","42 JARRED TINORDI","JARRED TINORDI",1300,1108,0,0,0,13,0,"D","D"
"1301","D","BRENNAN","T.J.","3 TJ BRENNAN","T.J. BRENNAN",1301,788,0,0,0,19,0,NA,"D"
"1302","C","TOFFOLI","TYLER","73 TYLER TOFFOLI","TYLER TOFFOLI",1302,1109,186,0,0,0,0,"C","C"
"1303","D","PYSYK","MARK","53 MARK PYSYK","MARK PYSYK",1303,1110,0,0,0,19,0,NA,NA
"1304","L","SELLECK","ERIC","76 ERIC SELLECK","ERIC SELLECK",1304,1111,0,2,0,0,0,NA,NA
"1305","L","BECK","TAYLOR","56 TAYLOR BECK","TAYLOR BECK",1305,1112,0,16,0,0,0,"D","D"
"1306","G","CAMPBELL","JACK","1 JACK CAMPBELL","JACK CAMPBELL",1306,1113,0,0,0,0,7,NA,NA
"1307","D","BELLEMORE","BRETT","73 BRETT BELLEMORE","BRETT BELLEMORE",1307,1114,0,0,0,121,0,"D","D"
"1308","C","SESTITO","TIM","15 TIM SESTITO","TIM SESTITO",1308,790,5,0,0,0,0,"D","D"
"1309","R","GORDON","ANDREW","44 ANDREW GORDON","ANDREW GORDON",1309,256,0,0,6,0,0,NA,NA
"1310","C","SMITH","TREVOR","23 TREVOR SMITH","TREVOR SMITH",1310,905,83,0,0,0,0,"D","D"
"1311","R","D'AGOSTINI","MATT","16 MATT D'AGOSTINI","MATT D'AGOSTINI",1311,451,0,0,13,0,0,"D",NA
"1312","C","PESONEN","HARRI","9 HARRI PESONEN","HARRI PESONEN",1312,1107,1,0,0,0,0,NA,NA
"1313","C","HALPERN","JEFF","24 JEFF HALPERN","JEFF HALPERN",1313,394,19,0,0,0,0,"D",NA
"1314","C","JEFFREY","DUSTIN","17 DUSTIN JEFFREY","DUSTIN JEFFREY",1314,690,14,0,0,0,0,"D",NA
"1315","G","MUSE","JOHN","80 JOHN MUSE","JOHN MUSE",1315,1115,0,0,0,0,3,NA,NA
"1316","R","DVORAK","RADEK","18 RADEK DVORAK","RADEK DVORAK",1316,288,0,0,69,0,0,"D",NA
"1317","G","ZATKOFF","JEFF","36 JEFF ZATKOFF","JEFF ZATKOFF",1317,1116,0,0,0,0,1,NA,NA
"1318","D","SUSTR","ANDREJ","62 ANDREJ SUSTR","ANDREJ SUSTR",1318,1117,0,0,0,120,0,"D","D"
"1319","D","LAURIDSEN","OLIVER","38 OLIVER LAURIDSEN","OLIVER LAURIDSEN",1319,1118,0,0,0,16,0,NA,"D"
"1320","D","CLARK","BRETT","5 BRETT CLARK","BRETT CLARK",1320,127,0,0,0,8,0,NA,NA
"1321","D","BEAULIEU","NATHAN","40 NATHAN BEAULIEU","NATHAN BEAULIEU",1321,1119,0,0,0,30,0,"D","D"
"1322","L","MORIN","JEREMY","26 JEREMY MORIN","JEREMY MORIN",1322,856,0,2,0,0,0,"D","D"
"1323","D","HUSKINS","KENT","23 KENT HUSKINS","KENT HUSKINS",1323,621,0,0,0,8,0,NA,NA
"1324","D","LEOPOLD","JORDAN","33 JORDAN LEOPOLD","JORDAN LEOPOLD",1324,263,0,0,0,79,0,"D","D"
"1325","L","JENSEN","NICKLAS","46 NICKLAS JENSEN","NICKLAS JENSEN",1325,1120,0,24,0,0,0,"D","D"
"1326","D","TENNYSON","MATT","80 MATT TENNYSON","MATT TENNYSON",1326,1121,0,0,0,31,0,NA,"D"
"1327","C","LEE","ANDERS","27 ANDERS LEE","ANDERS LEE",1327,1122,100,0,0,0,0,"D","C"
"1328","L","ANGELIDIS","MIKE","10 MIKE ANGELIDIS","MIKE ANGELIDIS",1328,915,0,1,0,0,0,NA,"D"
"1329","D","MOORE","JOHN","17 JOHN MOORE","JOHN MOORE",1329,700,0,0,0,177,0,"C","D"
"1330","G","HEETER","CALVIN","35 CALVIN HEETER","CALVIN HEETER",1330,1123,0,0,0,0,1,NA,NA
"1331","R","CHIASSON","ALEX","12 ALEX CHIASSON","ALEX CHIASSON",1331,1124,0,0,92,0,0,"C","C"
"1332","L","MACDERMID","LANE","28 LANE MACDERMID","LANE MACDERMID",1332,959,0,13,0,0,0,"D",NA
"1333","L","DAUGAVINS","KASPARS","16 KASPARS DAUGAVINS","KASPARS DAUGAVINS",1333,714,0,12,0,0,0,NA,NA
"1334","G","MASON","STEVE","35 STEVE MASON","STEVE MASON",1334,222,0,0,0,0,162,NA,NA
"1335","L","ROSEHILL","JAY","37 JAY ROSEHILL","JAY ROSEHILL",1335,76,0,45,0,0,0,"D",NA
"1336","C","SANTORELLI","MIKE","15 MIKE SANTORELLI","MIKE SANTORELLI",1336,710,10,0,0,0,0,"C","C"
"1337","C","LETESTU","MARK","55 MARK LETESTU","MARK LETESTU",1337,101,154,0,0,0,0,"C","D"
"1338","D","BOUWMEESTER","JAY","19 JAY BOUWMEESTER","JAY BOUWMEESTER",1338,517,0,0,0,180,0,"A","B"
"1339","C","ROY","DEREK","15 DEREK ROY","DEREK ROY",1339,273,16,0,0,0,0,"B","C"
"1340","R","CONNER","CHRIS","14 CHRIS CONNER","CHRIS CONNER",1340,818,0,0,12,0,0,"D","D"
"1341","D","REGEHR","ROBYN","44 ROBYN REGEHR","ROBYN REGEHR",1341,272,0,0,0,184,0,"B","B"
"1342","L","COMEAU","BLAKE","14 BLAKE COMEAU","BLAKE COMEAU",1342,413,0,76,0,0,0,"D","C"
"1343","D","DEKEYSER","DANNY","65 DANNY DEKEYSER","DANNY DEKEYSER",1343,1125,0,0,0,163,0,NA,NA
"1344","G","BOBKOV","IGOR","72 IGOR BOBKOV","IGOR BOBKOV",1344,1126,0,0,0,0,7,NA,NA
"1345","C","LOMBARDI","MATTHEW","19 MATTHEW LOMBARDI","MATTHEW LOMBARDI",1345,68,7,0,0,0,0,NA,NA
"1346","R","SMITHSON","JERRED","52 JERRED SMITHSON","JERRED SMITHSON",1346,233,0,0,10,0,0,"D",NA
"1347","L","SULLIVAN","STEVE","15 STEVE SULLIVAN","STEVE SULLIVAN",1347,117,0,9,0,0,0,NA,NA
"1348","L","JOENSUU","JESSE","6 JESSE JOENSUU","JESSE JOENSUU",1348,1127,0,70,0,0,0,"D","D"
"1349","D","TAORMINA","MATT","55 MATT TAORMINA","MATT TAORMINA",1349,837,0,0,0,9,0,"D",NA
"1350","C","BJUGSTAD","NICK","27 NICK BJUGSTAD","NICK BJUGSTAD",1350,1128,159,0,0,0,0,"C","C"
"1351","C","REINHART","MAX","59 MAXWELL REINHART","MAX REINHART",1351,1129,11,0,0,0,0,"D","D"
"1352","L","TORRES","RAFFI","13 RAFFI TORRES","RAFFI TORRES",1352,568,0,28,0,0,0,"D",NA
"1353","L","WATSON","AUSTIN","52 AUSTIN WATSON","AUSTIN WATSON",1353,1130,0,6,0,0,0,NA,NA
"1354","C","JOSEFSON","JACOB","9 JACOB JOSEFSON","JACOB JOSEFSON",1354,375,6,0,0,0,0,"D","D"
"1355","D","O'BYRNE","RYAN","23 RYAN O'BYRNE","RYAN O'BYRNE",1355,508,0,0,0,14,0,NA,NA
"1356","D","BARBERIO","MARK","8 MARK BARBERIO","MARK BARBERIO",1356,1131,0,0,0,105,0,"D","D"
"1357","L","BANG","DANIEL","50 DANIEL BANG","DANIEL BANG",1357,1132,0,8,0,0,0,NA,NA
"1358","G","BUTLER","DUSTIN","30 DUSTIN BUTLER","DUSTIN BUTLER",1358,1133,0,0,0,0,1,NA,NA
"1359","G","AITTOKALLIO","SAMI","30 SAMI AITTOKALLIO","SAMI AITTOKALLIO",1359,1134,0,0,0,0,5,NA,NA
"1360","C","PAGEAU","JEAN-GABRIEL","44 JEAN-GABRIEL PAGEAU","JEAN-GABRIEL PAGEAU",1360,1135,103,0,0,0,0,"D","D"
"1361","C","BLANCHARD","NICOLAS","72 NICOLAS BLANCHARD","NICOLAS BLANCHARD",1361,1136,9,0,0,0,0,NA,NA
"1362","D","RUHWEDEL","CHAD","5 CHAD RUHWEDEL","CHAD RUHWEDEL",1362,1137,0,0,0,32,0,"D","D"
"1363","C","FORSBERG","FILIP","9 FILIP FORSBERG","FILIP FORSBERG",1363,1138,38,62,0,0,0,"D","C"
"1364","L","HANOWSKI","BEN","58 BEN HANOWSKI","BEN HANOWSKI",1364,1139,0,16,0,0,0,"D",NA
"1365","D","MANNING","BRANDON","32 BRANDON MANNING","BRANDON MANNING",1365,965,0,0,0,6,0,NA,"D"
"1366","R","JASKIN","DMITRIJ","26 DMITRIJ JASKIN","DMITRIJ JASKIN",1366,1140,0,0,20,0,0,"D","D"
"1367","D","HANNAN","SCOTT","27 SCOTT HANNAN","SCOTT HANNAN",1367,522,0,0,0,136,0,"D","D"
"1368","D","PETROVIC","ALEX","72 ALEX PETROVIC","ALEX PETROVIC",1368,1141,0,0,0,46,0,"D","D"
"1369","L","HENDERSON","KEVIN","46 KEVIN HENDERSON","KEVIN HENDERSON",1369,1142,0,4,0,0,0,NA,NA
"1370","G","HUTTON","CARTER","33 CARTER HUTTON","CARTER HUTTON",1370,972,0,0,0,0,4,NA,NA
"1371","D","CUNDARI","MARK","42 MARK CUNDARI","MARK CUNDARI",1371,1143,0,0,0,8,0,"D",NA
"1372","G","HARTZELL","ERIC","31 ERIC HARTZELL","ERIC HARTZELL",1372,1144,0,0,0,0,1,NA,NA
"1373","D","CORRADO","FRANK","26 FRANK CORRADO","FRANK CORRADO",1373,1145,0,0,0,32,0,"D","D"
"1374","C","VINCOUR","TOMAS","24 TOMAS VINCOUR","TOMAS VINCOUR",1374,320,2,0,0,0,0,NA,"D"
"1375","C","BANCKS","CARTER","46 CARTER BANCKS","CARTER BANCKS",1375,1146,2,0,0,0,0,NA,NA
"1376","C","DOWELL","JAKE","18 JAKE DOWELL","JAKE DOWELL",1376,287,3,0,0,0,0,"D",NA
"1377","C","LEBLANC","DREW","14 DREW LEBLANC","DREW LEBLANC",1377,1147,2,0,0,0,0,NA,NA
"1378","D","KONAN","MATTHEW","34 MATTHEW KONAN","MATTHEW KONAN",1378,1148,0,0,0,2,0,NA,NA
"1379","R","STAAL","JARED","13 JARED STAAL","JARED STAAL",1379,1149,0,0,2,0,0,NA,NA
"1380","D","GELINAS","ERIC","32 ERIC GELINAS","ERIC GELINAS",1380,1150,0,0,0,1,0,"C","C"
"1381","C","RASK","JOONAS","72 JOONAS RASK","JOONAS RASK",1381,1151,2,0,0,0,0,NA,NA
"1382","G","CANNATA","JOE","30 JOE CANNATA","JOE CANNATA",1382,1152,0,0,0,0,4,NA,NA
"1383","D","JOSLIN","DEREK","38 DEREK JOSLIN","DEREK JOSLIN",1383,752,0,0,0,2,0,NA,NA
"1384","R","AKESON","JASON","42 JASON AKESON","JASON AKESON",1384,1153,0,0,22,0,0,"D","D"
"1385","D","ROY","MATHIEU","28 MATHIEU ROY","MATHIEU ROY",1385,1154,0,0,0,1,0,NA,NA
"1386","D","LALONDE","SHAWN","42 SHAWN LALONDE","SHAWN LALONDE",1386,1155,0,0,0,1,0,NA,NA
"1387","L","MORIN","JEREMY","11 JEREMY MORIN","JEREMY MORIN",1387,856,0,42,0,0,0,"D","D"
"1388","D","STANTON","RYAN","55 RYAN STANTON","RYAN STANTON",1388,1156,0,0,0,1,0,"C","D"
"1389","C","NELSON","BROCK","29 BROCK NELSON","BROCK NELSON",1389,1157,155,0,0,0,0,"B","C"
"1390","R","WILSON","TOM","43 TOM WILSON","TOM WILSON",1390,1158,0,0,152,0,0,"D","D"
"1391","L","PEARSON","TANNER","70 TANNER PEARSON","TANNER PEARSON",1391,1159,0,92,0,0,0,"D","D"
"1392","R","BODIE","TROY","40 TROY BODIE","TROY BODIE",1392,1160,0,0,52,0,0,"D","D"
"1393","C","BOLLAND","DAVE","63 DAVE BOLLAND","DAVE BOLLAND",1393,490,76,0,0,0,0,"B","B"
"1394","C","BRIERE","DANIEL","48 DANIEL BRIERE","DANIEL BRIERE",1394,6,142,0,0,0,0,NA,NA
"1395","R","PARROS","GEORGE","15 GEORGE PARROS","GEORGE PARROS",1395,269,0,0,22,0,0,"D",NA
"1396","D","RANGER","PAUL","15 PAUL RANGER","PAUL RANGER",1396,1161,0,0,0,53,0,"C",NA
"1397","L","RAYMOND","MASON","12 MASON RAYMOND","MASON RAYMOND",1397,827,0,82,0,0,0,"C","B"
"1398","D","TINORDI","JARRED","24 JARRED TINORDI","JARRED TINORDI",1398,1108,0,0,0,35,0,"D","D"
"1399","D","CARRICK","CONNOR","58 CONNOR CARRICK","CONNOR CARRICK",1399,1162,0,0,0,34,0,"D",NA
"1400","R","HAYES","JIMMY","22 JIMMY HAYES","JIMMY HAYES",1400,876,0,0,2,0,0,"D","C"
"1401","G","KHABIBULIN","NIKOLAI","39 NIKOLAI KHABIBULIN","NIKOLAI KHABIBULIN",1401,608,0,0,0,0,20,NA,NA
"1402","C","LATTA","MICHAEL","46 MICHAEL LATTA","MICHAEL LATTA",1402,1163,70,0,0,0,0,"D","D"
"1403","C","NORDSTROM","JOAKIM","42 JOAKIM NORDSTROM","JOAKIM NORDSTROM",1403,1164,61,0,0,0,0,"D","D"
"1404","R","ACTON","WILL","41 WILL ACTON","WILL ACTON",1404,1165,0,0,33,0,0,"D","D"
"1405","R","ARCOBELLO","MARK","26 MARK ARCOBELLO","MARK ARCOBELLO",1405,1071,0,0,91,0,0,"D","C"
"1406","D","BELOV","ANTON","77 ANTON BELOV","ANTON BELOV",1406,1166,0,0,0,57,0,"D",NA
"1407","L","GAZDIC","LUKE","20 LUKE GAZDIC","LUKE GAZDIC",1407,1167,0,107,0,0,0,"D","D"
"1408","C","GORDON","BOYD","27 BOYD GORDON","BOYD GORDON",1408,548,142,0,0,0,0,"B","B"
"1409","R","SETOGUCHI","DEVIN","40 DEVIN SETOGUCHI","DEVIN SETOGUCHI",1409,485,0,0,75,0,0,"B","D"
"1410","D","TROUBA","JACOB","8 JACOB TROUBA","JACOB TROUBA",1410,1168,0,0,0,130,0,"C","C"
"1411","G","EMERY","RAY","29 RAY EMERY","RAY EMERY",1411,289,0,0,0,0,163,NA,NA
"1412","C","LECAVALIER","VINCENT","40 VINCENT LECAVALIER","VINCENT LECAVALIER",1412,144,133,0,0,0,0,"B","B"
"1413","D","STREIT","MARK","32 MARK STREIT","MARK STREIT",1413,440,0,0,0,170,0,"A","A"
"1414","C","ANDERSSON","JOAKIM","18 JOAKIM ANDERSSON","JOAKIM ANDERSSON",1414,871,134,0,0,0,0,"D","D"
"1415","R","CLEARY","DANIEL","71 DANIEL CLEARY","DANIEL CLEARY",1415,168,0,0,52,0,0,NA,NA
"1416","C","GIRGENSONS","ZEMGUS","28 ZEMGUS GIRGENSONS","ZEMGUS GIRGENSONS",1416,1169,131,0,0,0,0,"C","C"
"1417","D","PYSYK","MARK","3 MARK PYSYK","MARK PYSYK",1417,1110,0,0,0,51,0,NA,NA
"1418","D","RISTOLAINEN","RASMUS","55 RASMUS RISTOLAINEN","RASMUS RISTOLAINEN",1418,1170,0,0,0,112,0,"D","C"
"1419","D","TALLINDER","HENRIK","20 HENRIK TALLINDER","HENRIK TALLINDER",1419,383,0,0,0,64,0,"B",NA
"1420","C","WEISS","STEPHEN","90 STEPHEN WEISS","STEPHEN WEISS",1420,446,78,0,0,0,0,"B","B"
"1421","D","BARRIE","TYSON","4 TYSON BARRIE","TYSON BARRIE",1421,931,0,0,0,147,0,"C","A"
"1422","R","DOWNIE","STEVE","17 STEVE DOWNIE","STEVE DOWNIE",1422,130,0,0,11,0,0,"B","C"
"1423","D","GUENIN","NATHAN","5 NATE GUENIN","NATHAN GUENIN",1423,258,0,0,0,151,0,NA,NA
"1424","C","MACKINNON","NATHAN","29 NATHAN MACKINNON","NATHAN MACKINNON",1424,1171,153,0,0,0,0,"A","B"
"1425","C","PALMIERI","KYLE","21 KYLE PALMIERI","KYLE PALMIERI",1425,842,137,0,0,0,0,"C","C"
"1426","C","PERREAULT","MATHIEU","22 MATHIEU PERREAULT","MATHIEU PERREAULT",1426,401,80,0,0,0,0,"C","C"
"1427","D","SARICH","CORY","16 CORY SARICH","CORY SARICH",1427,531,0,0,0,54,0,"D",NA
"1428","D","GUDAS","RADKO","7 RADKO GUDAS","RADKO GUDAS",1428,1073,0,0,0,107,0,"C","D"
"1429","G","JOHNSON","CHAD","30 CHAD JOHNSON","CHAD JOHNSON",1429,914,0,0,0,0,156,NA,NA
"1430","C","JOHNSON","TYLER","9 TYLER JOHNSON","TYLER JOHNSON",1430,1105,163,0,0,0,0,"C","A"
"1431","L","PALAT","ONDREJ","18 ONDREJ PALAT","ONDREJ PALAT",1431,1096,0,159,0,0,0,"C","A"
"1432","C","BRUNNER","DAMIEN","12 DAMIEN BRUNNER","DAMIEN BRUNNER",1432,1023,77,0,0,0,0,"B","D"
"1433","D","MAATTA","OLLI","3 OLLI MAATTA","OLLI MAATTA",1433,1172,0,0,0,111,0,"C","D"
"1434","R","RYDER","MICHAEL","17 MICHAEL RYDER","MICHAEL RYDER",1434,314,0,0,129,0,0,"B","B"
"1435","D","SCUDERI","ROB","4 ROB SCUDERI","ROB SCUDERI",1435,356,0,0,0,148,0,"B","B"
"1436","G","ZATKOFF","JEFF","37 JEFF ZATKOFF","JEFF ZATKOFF",1436,1116,0,0,0,0,100,NA,NA
"1437","L","BOUMA","LANCE","17 LANCE BOUMA","LANCE BOUMA",1437,891,0,156,0,0,0,"D","C"
"1438","C","MONAHAN","SEAN","23 SEAN MONAHAN","SEAN MONAHAN",1438,1173,156,0,0,0,0,"C","C"
"1439","D","O'BRIEN","SHANE","55 SHANE O'BRIEN","SHANE O'BRIEN",1439,507,0,0,0,45,0,"D","D"
"1440","G","RAMO","KARRI","31 KARRI RAMO","KARRI RAMO",1440,1174,0,0,0,0,140,NA,NA
"1441","G","HUTTON","CARTER","30 CARTER HUTTON","CARTER HUTTON",1441,972,0,0,0,0,164,NA,NA
"1442","D","JONES","SETH","3 SETH JONES","SETH JONES",1442,1175,0,0,0,159,0,"B","C"
"1443","C","ROY","DEREK","12 DEREK ROY","DEREK ROY",1443,273,79,0,0,0,0,"B","C"
"1444","D","BALLARD","KEITH","2 KEITH BALLARD","KEITH BALLARD",1444,84,0,0,0,62,0,"D","D"
"1445","C","COYLE","CHARLIE","3 CHARLIE COYLE","CHARLIE COYLE",1445,1065,165,0,0,0,0,"C","C"
"1446","R","FONTAINE","JUSTIN","14 JUSTIN FONTAINE","JUSTIN FONTAINE",1446,1176,0,0,146,0,0,"D","C"
"1447","R","FRATTIN","MATT","21 MATT FRATTIN","MATT FRATTIN",1447,54,0,0,40,0,0,"D","D"
"1448","R","NIEDERREITER","NINO","22 NINO NIEDERREITER","NINO NIEDERREITER",1448,770,0,0,174,0,0,"B","C"
"1449","G","SCRIVENS","BEN","54 BEN SCRIVENS","BEN SCRIVENS",1449,707,0,0,0,0,47,NA,NA
"1450","C","BARKOV","ALEKSANDER","16 ALEKSANDER BARKOV","ALEKSANDER BARKOV",1450,1177,125,0,0,0,0,"B","B"
"1451","D","BENN","JORDIE","24 JORDIE BENN","JORDIE BENN",1451,881,0,0,0,157,0,"C","D"
"1452","G","ELLIS","DAN","30 DAN ELLIS","DAN ELLIS",1452,249,0,0,0,0,62,NA,NA
"1453","C","GARBUTT","RYAN","16 RYAN GARBUTT","RYAN GARBUTT",1453,946,148,0,0,0,0,"C","C"
"1454","C","MUELLER","CHRIS","18 CHRIS MUELLER","CHRIS MUELLER",1454,824,13,0,0,0,0,"D","D"
"1455","R","NICHUSHKIN","VALERI","43 VALERI NICHUSHKIN","VALERI NICHUSHKIN",1455,1178,0,0,93,0,0,"C","D"
"1456","L","ROUSSEL","ANTOINE","21 ANTOINE ROUSSEL","ANTOINE ROUSSEL",1456,1061,0,167,0,0,0,"C","C"
"1457","C","SEGUIN","TYLER","91 TYLER SEGUIN","TYLER SEGUIN",1457,33,157,0,0,0,0,"A","A"
"1458","G","THOMAS","TIM","34 TIM THOMAS","TIM THOMAS",1458,37,0,0,0,0,46,NA,NA
"1459","C","WINCHESTER","JESSE","17 JESSE WINCHESTER","JESSE WINCHESTER",1459,692,52,0,0,0,0,"D",NA
"1460","R","FAST","JESPER","12 JESPER FAST","JESPER FAST",1460,1179,0,0,14,0,0,"D","D"
"1461","L","LESSIO","LUCAS","22 LUCAS LESSIO","LUCAS LESSIO",1461,1180,0,3,0,0,0,"D","D"
"1462","C","MILLER","J.T.","10 J.T. MILLER","J.T. MILLER",1462,1066,92,0,0,0,0,"D","C"
"1463","C","MOORE","DOMINIC","28 DOMINIC MOORE","DOMINIC MOORE",1463,146,180,0,0,0,0,"D","C"
"1464","C","DALPE","ZAC","21 ZAC DALPE","ZAC DALPE",1464,129,55,0,0,0,0,"D","D"
"1465","C","HERTL","TOMAS","48 TOMAS HERTL","TOMAS HERTL",1465,1181,126,0,0,0,0,"C","C"
"1466","C","KENNEDY","TYLER","81 TYLER KENNEDY","TYLER KENNEDY",1466,97,92,0,0,0,0,"B","D"
"1467","L","NIETO","MATT","83 MATTHEW NIETO","MATT NIETO",1467,1182,0,19,0,0,0,NA,NA
"1468","C","SANTORELLI","MIKE","25 MIKE SANTORELLI","MIKE SANTORELLI",1468,710,106,0,0,0,0,"C","C"
"1469","D","STANTON","RYAN","18 RYAN STANTON","RYAN STANTON",1469,1156,0,0,0,118,0,"C","D"
"1470","L","LARSSON","JOHAN","22 JOHAN LARSSON","JOHAN LARSSON",1470,1089,0,67,0,0,0,"D","D"
"1471","R","RYAN","BOBBY","6 BOBBY RYAN","BOBBY RYAN",1471,274,0,0,154,0,0,"A","A"
"1472","C","REGIN","PETER","16 PETER REGIN","PETER REGIN",1472,629,44,0,0,0,0,"D","D"
"1473","C","GERBE","NATHAN","14 NATHAN GERBE","NATHAN GERBE",1473,254,159,0,0,0,0,"C","C"
"1474","D","HAINSEY","RON","65 RON HAINSEY","RON HAINSEY",1474,584,0,0,0,163,0,"C","B"
"1475","G","KHUDOBIN","ANTON","31 ANTON KHUDOBIN","ANTON KHUDOBIN",1475,990,0,0,0,0,130,NA,NA
"1476","C","LINDHOLM","ELIAS","16 ELIAS LINDHOLM","ELIAS LINDHOLM",1476,1183,139,0,0,0,0,"C","C"
"1477","D","SEKERA","ANDREJ","4 ANDREJ SEKERA","ANDREJ SEKERA",1477,276,0,0,0,131,0,"A","C"
"1478","C","COLBORNE","JOE","8 JOE COLBORNE","JOE COLBORNE",1478,779,144,0,0,0,0,"C","C"
"1479","C","JENNER","BOONE","38 BOONE JENNER","BOONE JENNER",1479,1184,109,0,0,0,0,"C","D"
"1480","D","MURRAY","RYAN","27 RYAN MURRAY","RYAN MURRAY",1480,1185,0,0,0,83,0,"B","B"
"1481","R","CLICHE","MARC-ANDRE","24 MARC-ANDRE CLICHE","MARC-ANDRE CLICHE",1481,1186,0,0,157,0,0,"D","D"
"1482","L","ABBOTT","SPENCER","56 SPENCER ABBOTT","SPENCER ABBOTT",1482,1187,0,1,0,0,0,"D",NA
"1483","L","DEVANE","JAMIE","59 JAMIE DEVANE","JAMIE DEVANE",1483,1188,0,2,0,0,0,"D",NA
"1484","D","RIELLY","MORGAN","44 MORGAN RIELLY","MORGAN RIELLY",1484,1189,0,0,0,154,0,"C","C"
"1485","D","KOSTKA","MICHAEL","6 MICHAEL KOSTKA","MICHAEL KOSTKA",1485,1016,0,0,0,9,0,NA,NA
"1486","R","BARCH","KRYS","21 KRYS BARCH","KRYS BARCH",1486,648,0,0,55,0,0,NA,NA
"1487","C","PEVERLEY","RICH","17 RICH PEVERLEY","RICH PEVERLEY",1487,28,62,0,0,0,0,"B",NA
"1488","D","DUMBA","MATT","55 MATHEW DUMBA","MATT DUMBA",1488,1190,0,0,0,9,0,NA,NA
"1489","R","PENNER","DUSTIN","17 DUSTIN PENNER","DUSTIN PENNER",1489,635,0,0,67,0,0,"C",NA
"1490","D","WEBER","YANNICK","6 YANNICK WEBER","YANNICK WEBER",1490,81,0,0,0,114,0,"D","C"
"1491","D","LINDHOLM","HAMPUS","47 HAMPUS LINDHOLM","HAMPUS LINDHOLM",1491,1191,0,0,0,167,0,"C","C"
"1492","D","FAYNE","MARK","7 MARK FAYNE","MARK FAYNE",1492,371,0,0,0,72,0,"D","B"
"1493","L","OLESZ","ROSTISLAV","25 ROSTISLAV OLESZ","ROSTISLAV OLESZ",1493,307,0,10,0,0,0,"D",NA
"1494","L","CARCILLO","DAN","17 DANIEL CARCILLO","DAN CARCILLO",1494,647,0,26,0,0,0,"D","D"
"1495","D","URBOM","ALEXANDER","34 ALEXANDER URBOM","ALEXANDER URBOM",1495,838,0,0,0,20,0,"D",NA
"1496","L","KENNEDY","TIM","34 TIM KENNEDY","TIM KENNEDY",1496,694,0,37,0,0,0,"D",NA
"1497","R","CRABB","JOEY","10 JOEY CRABB","JOEY CRABB",1497,737,0,0,9,0,0,"D",NA
"1498","L","BROLL","DAVID","46 DAVID BROLL","DAVID BROLL",1498,1192,0,5,0,0,0,"D",NA
"1499","L","LEIVO","JOSH","32 JOSH LEIVO","JOSH LEIVO",1499,1193,0,16,0,0,0,"D","D"
"1500","R","HALISCHUK","MATT","15 MATT HALISCHUK","MATT HALISCHUK",1500,211,0,0,93,0,0,"D","D"
"1501","D","KOMISAREK","MIKE","5 MIKE KOMISAREK","MIKE KOMISAREK",1501,64,0,0,0,32,0,"D",NA
"1502","R","CLUTTERBUCK","CAL","15 CAL CLUTTERBUCK","CAL CLUTTERBUCK",1502,472,0,0,149,0,0,"B","B"
"1503","C","GLENDENING","LUKE","41 LUKE GLENDENING","LUKE GLENDENING",1503,1194,143,0,0,0,0,"D","D"
"1504","L","RAFFL","MICHAEL","12 MICHAEL RAFFL","MICHAEL RAFFL",1504,1195,0,142,0,0,0,"C","C"
"1505","G","DESJARDINS","CEDRICK","31 CEDRICK DESJARDINS","CEDRICK DESJARDINS",1505,943,0,0,0,0,7,NA,NA
"1506","D","SCHMIDT","NATE","88 NATE SCHMIDT","NATE SCHMIDT",1506,1196,0,0,0,68,0,"D","D"
"1507","L","ZOLNIERCZYK","HARRY","39 HARRY ZOLNIERCZYK","HARRY ZOLNIERCZYK",1507,678,0,13,0,0,0,"D","D"
